2025-10-06 16:46:10.178 INFO: ===========VERIFYING SETTINGS===========
2025-10-06 16:46:10.181 INFO: MACE version: 0.3.14
2025-10-06 16:46:10.183 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 16:46:10.188 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-06 16:46:10.334 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 16:46:10.340 INFO: ===========LOADING INPUT DATA===========
2025-10-06 16:46:10.341 INFO: Using heads: ['Default']
2025-10-06 16:46:10.342 INFO: Using the key specifications to parse data:
2025-10-06 16:46:10.343 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-06 16:46:10.345 INFO: =============    Processing head Default     ===========
2025-10-06 16:46:10.628 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 16:46:10.632 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 16:46:10.720 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 16:46:10.722 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 16:46:11.334 INFO: Test set 1/1 [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 16:46:11.340 INFO: Total Test set [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 16:46:11.341 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 816],
2025-10-06 16:46:11.349 INFO: Atomic Numbers used: [8, 72]
2025-10-06 16:46:11.350 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-06 16:46:11.352 INFO: Atomic Energies used (z: eV) for head Default: {8: -443.8224565134432, 72: -1529.4984727695407}
2025-10-06 16:46:11.353 INFO: Processing datasets for head 'Default'
2025-10-06 16:46:13.387 INFO: Combining 1 list datasets for head 'Default'
2025-10-06 16:46:13.920 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-06 16:46:13.921 INFO: Combined validation datasets for Default
2025-10-06 16:46:13.923 INFO: Head 'Default' training dataset size: 361
2025-10-06 16:46:13.924 INFO: Computing average number of neighbors
2025-10-06 16:46:14.096 INFO: Average number of neighbors: 52.15321958594304
2025-10-06 16:46:14.098 INFO: During training the following quantities will be reported: energy, forces
2025-10-06 16:46:14.099 INFO: ===========MODEL DETAILS===========
2025-10-06 16:46:14.243 INFO: Loading FOUNDATION model
2025-10-06 16:46:14.246 INFO: Using filtered elements: [8, 72]
2025-10-06 16:46:14.247 INFO: Model configuration extracted from foundation model
2025-10-06 16:46:14.248 INFO: Using weighted loss function for fine-tuning
2025-10-06 16:46:14.249 INFO: Message passing with hidden irreps 128x0e)
2025-10-06 16:46:14.251 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-06 16:46:14.252 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-06 16:46:14.253 INFO: Distance transform for radial basis functions: None
2025-10-06 16:46:15.338 INFO: Total number of parameters: 362138
2025-10-06 16:46:15.339 INFO: 
2025-10-06 16:46:15.340 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-06 16:46:15.342 INFO: Using ADAM as parameter optimizer
2025-10-06 16:46:15.343 INFO: Batch size: 14
2025-10-06 16:46:15.344 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-06 16:46:15.345 INFO: Number of gradient updates: 12892
2025-10-06 16:46:15.346 INFO: Learning rate: 0.05, weight decay: 5e-07
2025-10-06 16:46:15.347 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2025-10-06 16:46:15.349 INFO: Converting model to CUEQ for accelerated training
2025-10-06 16:46:15.436 INFO: Creating new model with cuequivariance settings
2025-10-06 16:46:15.816 INFO: Stage Two (after 375 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-06 16:46:15.881 INFO: Using Weights and Biases for logging
2025-10-06 16:46:19.050 INFO: Using gradient clipping with tolerance=10.000
2025-10-06 16:46:19.051 INFO: 
2025-10-06 16:46:19.052 INFO: ===========TRAINING===========
2025-10-06 16:46:19.053 INFO: Started training, reporting errors on validation set
2025-10-06 16:46:19.054 INFO: Loss metrics on validation set
2025-10-06 16:46:19.438 INFO: Initial: head: Default, loss=12.37370970, RMSE_E_per_atom= 7683.88 meV, RMSE_F=  802.74 meV / A
2025-10-06 16:47:51.827 INFO: Epoch 35: head: Default, loss=0.84130195, RMSE_E_per_atom=  139.54 meV, RMSE_F=  287.67 meV / A
2025-10-06 16:47:54.424 INFO: Epoch 36: head: Default, loss=0.84953848, RMSE_E_per_atom=  148.16 meV, RMSE_F=  288.71 meV / A
2025-10-06 16:47:56.999 INFO: Epoch 37: head: Default, loss=0.83969225, RMSE_E_per_atom=  146.72 meV, RMSE_F=  287.04 meV / A
2025-10-06 16:47:59.554 INFO: Epoch 38: head: Default, loss=0.82592503, RMSE_E_per_atom=  154.92 meV, RMSE_F=  284.56 meV / A
2025-10-06 16:48:02.154 INFO: Epoch 39: head: Default, loss=0.82551928, RMSE_E_per_atom=  161.21 meV, RMSE_F=  284.62 meV / A
2025-10-06 16:48:04.766 INFO: Epoch 40: head: Default, loss=0.81189312, RMSE_E_per_atom=  155.11 meV, RMSE_F=  282.24 meV / A
2025-10-06 16:48:07.283 INFO: Epoch 41: head: Default, loss=0.81190267, RMSE_E_per_atom=  152.88 meV, RMSE_F=  282.04 meV / A
2025-10-06 16:48:09.845 INFO: Epoch 42: head: Default, loss=0.80154499, RMSE_E_per_atom=  153.97 meV, RMSE_F=  280.30 meV / A
2025-10-06 16:48:12.450 INFO: Epoch 43: head: Default, loss=0.78482023, RMSE_E_per_atom=  150.24 meV, RMSE_F=  277.36 meV / A
2025-10-06 16:48:15.051 INFO: Epoch 44: head: Default, loss=0.77840390, RMSE_E_per_atom=  135.76 meV, RMSE_F=  276.28 meV / A
2025-10-06 16:48:17.662 INFO: Epoch 45: head: Default, loss=0.80726390, RMSE_E_per_atom=  159.29 meV, RMSE_F=  281.31 meV / A
2025-10-06 16:48:20.303 INFO: Epoch 46: head: Default, loss=0.82635827, RMSE_E_per_atom=  168.14 meV, RMSE_F=  284.58 meV / A
2025-10-06 16:48:22.841 INFO: Epoch 47: head: Default, loss=0.86718792, RMSE_E_per_atom=  173.93 meV, RMSE_F=  291.94 meV / A
2025-10-06 16:48:25.367 INFO: Epoch 48: head: Default, loss=0.88065594, RMSE_E_per_atom=  165.06 meV, RMSE_F=  294.30 meV / A
2025-10-06 16:48:27.912 INFO: Epoch 49: head: Default, loss=0.86509092, RMSE_E_per_atom=  154.39 meV, RMSE_F=  291.66 meV / A
2025-10-06 16:48:30.469 INFO: Epoch 50: head: Default, loss=0.84741848, RMSE_E_per_atom=  170.85 meV, RMSE_F=  288.42 meV / A
2025-10-06 16:48:32.895 INFO: Epoch 51: head: Default, loss=0.94444892, RMSE_E_per_atom=  192.69 meV, RMSE_F=  304.81 meV / A
2025-10-06 16:48:35.415 INFO: Epoch 52: head: Default, loss=0.91988127, RMSE_E_per_atom=  195.09 meV, RMSE_F=  300.95 meV / A
2025-10-06 16:48:37.893 INFO: Epoch 53: head: Default, loss=0.88362413, RMSE_E_per_atom=  193.65 meV, RMSE_F=  294.74 meV / A
2025-10-06 16:48:40.413 INFO: Epoch 54: head: Default, loss=0.85299308, RMSE_E_per_atom=  180.93 meV, RMSE_F=  289.53 meV / A
2025-10-06 16:48:42.940 INFO: Epoch 55: head: Default, loss=0.85319043, RMSE_E_per_atom=  174.66 meV, RMSE_F=  289.39 meV / A
2025-10-06 16:48:45.482 INFO: Epoch 56: head: Default, loss=0.83211093, RMSE_E_per_atom=  164.22 meV, RMSE_F=  285.64 meV / A
2025-10-06 16:48:47.995 INFO: Epoch 57: head: Default, loss=0.81573288, RMSE_E_per_atom=  161.72 meV, RMSE_F=  282.80 meV / A
2025-10-06 16:48:50.523 INFO: Epoch 58: head: Default, loss=0.80360473, RMSE_E_per_atom=  152.09 meV, RMSE_F=  280.80 meV / A
2025-10-06 16:48:53.043 INFO: Epoch 59: head: Default, loss=0.78016885, RMSE_E_per_atom=  150.28 meV, RMSE_F=  276.58 meV / A
2025-10-06 16:48:55.573 INFO: Epoch 60: head: Default, loss=0.75666008, RMSE_E_per_atom=  143.54 meV, RMSE_F=  272.30 meV / A
2025-10-06 16:48:58.030 INFO: Epoch 61: head: Default, loss=0.75277123, RMSE_E_per_atom=  119.95 meV, RMSE_F=  271.74 meV / A
2025-10-06 16:49:00.560 INFO: Epoch 62: head: Default, loss=0.74613997, RMSE_E_per_atom=  123.59 meV, RMSE_F=  270.52 meV / A
2025-10-06 16:49:03.130 INFO: Epoch 63: head: Default, loss=0.73836102, RMSE_E_per_atom=  121.60 meV, RMSE_F=  269.09 meV / A
2025-10-06 16:49:05.708 INFO: Epoch 64: head: Default, loss=0.73208612, RMSE_E_per_atom=  120.48 meV, RMSE_F=  267.94 meV / A
2025-10-06 16:49:08.314 INFO: Epoch 65: head: Default, loss=0.72707576, RMSE_E_per_atom=  115.63 meV, RMSE_F=  267.01 meV / A
2025-10-06 16:49:10.941 INFO: Epoch 66: head: Default, loss=0.72051903, RMSE_E_per_atom=  111.61 meV, RMSE_F=  265.79 meV / A
2025-10-06 16:49:13.477 INFO: Epoch 67: head: Default, loss=0.70888285, RMSE_E_per_atom=  108.15 meV, RMSE_F=  263.60 meV / A
2025-10-06 16:49:16.012 INFO: Epoch 68: head: Default, loss=0.70065129, RMSE_E_per_atom=  105.56 meV, RMSE_F=  262.00 meV / A
2025-10-06 16:49:18.650 INFO: Epoch 69: head: Default, loss=0.68969501, RMSE_E_per_atom=  101.35 meV, RMSE_F=  259.93 meV / A
2025-10-06 16:49:21.255 INFO: Epoch 70: head: Default, loss=0.68875453, RMSE_E_per_atom=   97.56 meV, RMSE_F=  259.79 meV / A
2025-10-06 16:49:23.752 INFO: Epoch 71: head: Default, loss=0.74239359, RMSE_E_per_atom=   93.62 meV, RMSE_F=  269.89 meV / A
2025-10-06 16:49:26.267 INFO: Epoch 72: head: Default, loss=0.73551809, RMSE_E_per_atom=   93.02 meV, RMSE_F=  268.81 meV / A
2025-10-06 16:49:28.792 INFO: Epoch 73: head: Default, loss=0.73400636, RMSE_E_per_atom=   93.85 meV, RMSE_F=  268.63 meV / A
2025-10-06 16:49:31.310 INFO: Epoch 74: head: Default, loss=0.72837242, RMSE_E_per_atom=   94.46 meV, RMSE_F=  267.57 meV / A
2025-10-06 16:49:33.892 INFO: Epoch 75: head: Default, loss=0.72944530, RMSE_E_per_atom=   97.59 meV, RMSE_F=  267.79 meV / A
2025-10-06 16:49:36.419 INFO: Epoch 76: head: Default, loss=0.72089506, RMSE_E_per_atom=   97.65 meV, RMSE_F=  266.15 meV / A
2025-10-06 16:49:38.931 INFO: Epoch 77: head: Default, loss=0.72476615, RMSE_E_per_atom=  102.28 meV, RMSE_F=  266.92 meV / A
2025-10-06 16:49:41.447 INFO: Epoch 78: head: Default, loss=0.73587554, RMSE_E_per_atom=  108.59 meV, RMSE_F=  268.88 meV / A
2025-10-06 16:49:43.977 INFO: Epoch 79: head: Default, loss=0.72455396, RMSE_E_per_atom=  105.26 meV, RMSE_F=  266.76 meV / A
2025-10-06 16:49:46.519 INFO: Epoch 80: head: Default, loss=0.71886429, RMSE_E_per_atom=  104.40 meV, RMSE_F=  265.64 meV / A
2025-10-06 16:49:48.880 INFO: Epoch 81: head: Default, loss=0.72631562, RMSE_E_per_atom=  109.99 meV, RMSE_F=  266.96 meV / A
2025-10-06 16:49:51.395 INFO: Epoch 82: head: Default, loss=0.71703366, RMSE_E_per_atom=  117.47 meV, RMSE_F=  265.20 meV / A
2025-10-06 16:49:53.872 INFO: Epoch 83: head: Default, loss=0.70405610, RMSE_E_per_atom=  117.52 meV, RMSE_F=  262.75 meV / A
2025-10-06 16:49:56.358 INFO: Epoch 84: head: Default, loss=0.69031032, RMSE_E_per_atom=  110.14 meV, RMSE_F=  260.17 meV / A
2025-10-06 16:49:59.397 INFO: Epoch 85: head: Default, loss=0.68309052, RMSE_E_per_atom=  106.87 meV, RMSE_F=  258.78 meV / A
2025-10-06 16:50:02.018 INFO: Epoch 86: head: Default, loss=0.68939012, RMSE_E_per_atom=  113.83 meV, RMSE_F=  260.02 meV / A
2025-10-06 16:50:04.598 INFO: Epoch 87: head: Default, loss=0.68673852, RMSE_E_per_atom=  112.11 meV, RMSE_F=  259.45 meV / A
2025-10-06 16:50:07.226 INFO: Epoch 88: head: Default, loss=0.68273182, RMSE_E_per_atom=  112.52 meV, RMSE_F=  258.66 meV / A
2025-10-06 16:50:09.927 INFO: Epoch 89: head: Default, loss=0.68239084, RMSE_E_per_atom=  111.26 meV, RMSE_F=  258.60 meV / A
2025-10-06 16:50:12.635 INFO: Epoch 90: head: Default, loss=0.67568889, RMSE_E_per_atom=  109.90 meV, RMSE_F=  257.33 meV / A
2025-10-06 16:50:15.145 INFO: Epoch 91: head: Default, loss=0.68054193, RMSE_E_per_atom=  102.85 meV, RMSE_F=  258.37 meV / A
2025-10-06 16:50:17.737 INFO: Epoch 92: head: Default, loss=0.67107251, RMSE_E_per_atom=  101.17 meV, RMSE_F=  256.54 meV / A
2025-10-06 16:50:20.426 INFO: Epoch 93: head: Default, loss=0.66570143, RMSE_E_per_atom=   98.15 meV, RMSE_F=  255.49 meV / A
2025-10-06 16:50:23.108 INFO: Epoch 94: head: Default, loss=0.65669851, RMSE_E_per_atom=   97.77 meV, RMSE_F=  253.68 meV / A
2025-10-06 16:50:25.836 INFO: Epoch 95: head: Default, loss=0.65381241, RMSE_E_per_atom=   92.63 meV, RMSE_F=  253.09 meV / A
2025-10-06 16:50:28.527 INFO: Epoch 96: head: Default, loss=0.65935772, RMSE_E_per_atom=   98.17 meV, RMSE_F=  254.23 meV / A
2025-10-06 16:50:31.158 INFO: Epoch 97: head: Default, loss=0.66761041, RMSE_E_per_atom=  106.75 meV, RMSE_F=  255.82 meV / A
2025-10-06 16:50:33.812 INFO: Epoch 98: head: Default, loss=0.66245646, RMSE_E_per_atom=  105.25 meV, RMSE_F=  254.78 meV / A
2025-10-06 16:50:36.492 INFO: Epoch 99: head: Default, loss=0.65833316, RMSE_E_per_atom=  101.63 meV, RMSE_F=  253.94 meV / A
2025-10-06 16:50:39.073 INFO: Epoch 100: head: Default, loss=0.65501695, RMSE_E_per_atom=  103.19 meV, RMSE_F=  253.26 meV / A
2025-10-06 16:50:41.526 INFO: Epoch 101: head: Default, loss=0.66248186, RMSE_E_per_atom=   96.91 meV, RMSE_F=  254.69 meV / A
2025-10-06 16:50:44.136 INFO: Epoch 102: head: Default, loss=0.64791747, RMSE_E_per_atom=   92.66 meV, RMSE_F=  251.86 meV / A
2025-10-06 16:50:46.856 INFO: Epoch 103: head: Default, loss=0.64435511, RMSE_E_per_atom=   90.80 meV, RMSE_F=  251.13 meV / A
2025-10-06 16:50:49.630 INFO: Epoch 104: head: Default, loss=0.64078046, RMSE_E_per_atom=   93.21 meV, RMSE_F=  250.40 meV / A
2025-10-06 16:50:52.308 INFO: Epoch 105: head: Default, loss=0.63840722, RMSE_E_per_atom=   93.93 meV, RMSE_F=  249.95 meV / A
2025-10-06 16:50:54.997 INFO: Epoch 106: head: Default, loss=0.63567975, RMSE_E_per_atom=   92.41 meV, RMSE_F=  249.45 meV / A
2025-10-06 16:50:57.714 INFO: Epoch 107: head: Default, loss=0.62833714, RMSE_E_per_atom=   88.93 meV, RMSE_F=  247.98 meV / A
2025-10-06 16:51:00.428 INFO: Epoch 108: head: Default, loss=0.62796438, RMSE_E_per_atom=   86.66 meV, RMSE_F=  247.91 meV / A
2025-10-06 16:51:03.153 INFO: Epoch 109: head: Default, loss=0.63779389, RMSE_E_per_atom=   87.15 meV, RMSE_F=  249.94 meV / A
2025-10-06 16:51:05.772 INFO: Epoch 110: head: Default, loss=0.64056501, RMSE_E_per_atom=   90.19 meV, RMSE_F=  250.50 meV / A
